"","OTU","Sample","Abundance","Specimen.ID","Repeat.or.New.Specimen.","Shipment","Predator","Location","Month","Year","Sex","Stomach.Goo","Intestinal.Goo","X","Fish","Cephalopod","Shrimp","Polychaete","Other","Tooth_age","LabID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Species.1","Marker"
"11166","ASV18","WADE-003-117-UC",0,"PH23GAM007-S","New",3,"ringed seal","Gambell","JUN",2023,"F","Yes","no","Yes","No","no","no","no","no","0","WADE-003-117-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11167","ASV18","WADE-003-123",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-123","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11168","ASV18","WADE-003-118-C",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-C","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11169","ASV18","WADE-003-001",0,"2023157","Replacement",2,"Beluga whale","Cook Inlet","JUL",2023,"M","Yes","no","No","Yes","no","no","no",NA,NA,"WADE-003-001","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11170","ASV18","WADE-003-014",0,"2017230","New",2,"Beluga whale","Cook Inlet","OCT",2017,"M","Yes","no","Yes","no","no","no","no",NA,NA,"WADE-003-014","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11171","ASV18","WADE-003-120",0,"PH23SH032-S","New",3,"ringed seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","no","no","no","no","2","WADE-003-120","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11172","ASV18","WADE-003-111",0,"EB24PH075-S","New",3,"bearded seal","Point Hope","JUN",2024,"F","Yes","no","No","Yes","unk","unk","unk","unk",NA,"WADE-003-111","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11173","ASV18","WADE-003-114",0,"PH22SH015-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","15","WADE-003-114","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11174","ASV18","WADE-003-024",0,"2022Beluga-0713-SD","Replacement",2,"Beluga whale","Utqia?vik","JUL",2022,"M","Yes","no","No","Yes","Yes","Yes","Yes","Echiurid",NA,"WADE-003-024","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11175","ASV18","WADE-003-043",0,"DL23OME002","Replacement",2,"Beluga whale","Nome","OCT",2023,"U","Yes","no","No","Yes","no","no","Yes","Echiurid, crab",NA,"WADE-003-043","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11176","ASV18","WADE-003-112",0,"PH22SH004-S","New",3,"ringed seal","Shishmaref","OCT",2022,"F","Yes","no","No","Yes","no","no","no","no","3","WADE-003-112","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11177","ASV18","WADE-003-147",0,"PH23SH032-F","New",3,"ringed seal","Shishmaref","OCT",2023,"M","No","Yes",NA,NA,NA,NA,NA,NA,"2","WADE-003-147","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11178","ASV18","WADE-003-115",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-115","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",NA,"16S"
"11179","ASV2","WADE-003-147",0,"PH23SH032-F","New",3,"ringed seal","Shishmaref","OCT",2023,"M","No","Yes",NA,NA,NA,NA,NA,NA,"2","WADE-003-147","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11180","ASV2","WADE-003-120",0,"PH23SH032-S","New",3,"ringed seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","no","no","no","no","2","WADE-003-120","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11181","ASV2","WADE-003-112",0,"PH22SH004-S","New",3,"ringed seal","Shishmaref","OCT",2022,"F","Yes","no","No","Yes","no","no","no","no","3","WADE-003-112","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11182","ASV2","WADE-003-118-UC",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-UC","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11183","ASV2","WADE-003-008",0,"2017206","New",2,"Beluga whale","Cook Inlet","SEP",2017,"F","Yes","no","No","Yes","no","Yes","no","Sea Lice",NA,"WADE-003-008","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11184","ASV2","WADE-003-115",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-115","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11185","ASV2","WADE-003-104",0,"EB23PH005-S","New",3,"bearded seal","Point Hope","JUN",2023,"F","Yes","no","No","Yes","unk","unk","unk","unk","9","WADE-003-104","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11186","ASV2","WADE-003-118-C",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-C","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11187","ASV2","WADE-003-117-UC",0,"PH23GAM007-S","New",3,"ringed seal","Gambell","JUN",2023,"F","Yes","no","Yes","No","no","no","no","no","0","WADE-003-117-UC","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11188","ASV2","WADE-003-024",0,"2022Beluga-0713-SD","Replacement",2,"Beluga whale","Utqia?vik","JUL",2022,"M","Yes","no","No","Yes","Yes","Yes","Yes","Echiurid",NA,"WADE-003-024","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11189","ASV2","WADE-003-123",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-123","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11190","ASV2","WADE-003-001",0,"2023157","Replacement",2,"Beluga whale","Cook Inlet","JUL",2023,"M","Yes","no","No","Yes","no","no","no",NA,NA,"WADE-003-001","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11191","ASV2","WADE-003-108",0,"EB24GAM020-S","New",3,"bearded seal","Gambell","MAY",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-108","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11192","ASV2","WADE-003-127-UC",0,"EB23PH005-F","New",3,"bearded seal","Point Hope","JUN",2023,"F","No","Yes",NA,NA,NA,NA,NA,NA,"9","WADE-003-127-UC","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11193","ASV2","WADE-003-114",0,"PH22SH015-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","15","WADE-003-114","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11194","ASV2","WADE-003-014",0,"2017230","New",2,"Beluga whale","Cook Inlet","OCT",2017,"M","Yes","no","Yes","no","no","no","no",NA,NA,"WADE-003-014","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11195","ASV2","WADE-003-043",0,"DL23OME002","Replacement",2,"Beluga whale","Nome","OCT",2023,"U","Yes","no","No","Yes","no","no","Yes","Echiurid, crab",NA,"WADE-003-043","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11196","ASV20","WADE-003-127-UC",0,"EB23PH005-F","New",3,"bearded seal","Point Hope","JUN",2023,"F","No","Yes",NA,NA,NA,NA,NA,NA,"9","WADE-003-127-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11197","ASV20","WADE-003-118-UC",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11198","ASV20","WADE-003-001",0,"2023157","Replacement",2,"Beluga whale","Cook Inlet","JUL",2023,"M","Yes","no","No","Yes","no","no","no",NA,NA,"WADE-003-001","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11199","ASV20","WADE-003-024",0,"2022Beluga-0713-SD","Replacement",2,"Beluga whale","Utqia?vik","JUL",2022,"M","Yes","no","No","Yes","Yes","Yes","Yes","Echiurid",NA,"WADE-003-024","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11200","ASV20","WADE-003-115",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-115","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11201","ASV20","WADE-003-104",0,"EB23PH005-S","New",3,"bearded seal","Point Hope","JUN",2023,"F","Yes","no","No","Yes","unk","unk","unk","unk","9","WADE-003-104","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11202","ASV20","WADE-003-123",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-123","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11203","ASV20","WADE-003-110",0,"EB24PH055-S","New",3,"bearded seal","Point Hope","JUN",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-110","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11204","ASV20","WADE-003-114",0,"PH22SH015-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","15","WADE-003-114","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11205","ASV20","WADE-003-117-UC",0,"PH23GAM007-S","New",3,"ringed seal","Gambell","JUN",2023,"F","Yes","no","Yes","No","no","no","no","no","0","WADE-003-117-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11206","ASV20","WADE-003-014",0,"2017230","New",2,"Beluga whale","Cook Inlet","OCT",2017,"M","Yes","no","Yes","no","no","no","no",NA,NA,"WADE-003-014","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11207","ASV20","WADE-003-118-C",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-C","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11208","ASV20","WADE-003-108",0,"EB24GAM020-S","New",3,"bearded seal","Gambell","MAY",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-108","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11209","ASV20","WADE-003-112",0,"PH22SH004-S","New",3,"ringed seal","Shishmaref","OCT",2022,"F","Yes","no","No","Yes","no","no","no","no","3","WADE-003-112","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11210","ASV20","WADE-003-120",0,"PH23SH032-S","New",3,"ringed seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","no","no","no","no","2","WADE-003-120","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11211","ASV20","WADE-003-147",0,"PH23SH032-F","New",3,"ringed seal","Shishmaref","OCT",2023,"M","No","Yes",NA,NA,NA,NA,NA,NA,"2","WADE-003-147","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11212","ASV20","WADE-003-043",0,"DL23OME002","Replacement",2,"Beluga whale","Nome","OCT",2023,"U","Yes","no","No","Yes","no","no","Yes","Echiurid, crab",NA,"WADE-003-043","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11213","ASV20","WADE-003-008",0,"2017206","New",2,"Beluga whale","Cook Inlet","SEP",2017,"F","Yes","no","No","Yes","no","Yes","no","Sea Lice",NA,"WADE-003-008","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",NA,"16S"
"11214","ASV22","WADE-003-108",0,"EB24GAM020-S","New",3,"bearded seal","Gambell","MAY",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-108","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11215","ASV22","WADE-003-001",0,"2023157","Replacement",2,"Beluga whale","Cook Inlet","JUL",2023,"M","Yes","no","No","Yes","no","no","no",NA,NA,"WADE-003-001","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11216","ASV22","WADE-003-118-C",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-C","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11217","ASV22","WADE-003-111",0,"EB24PH075-S","New",3,"bearded seal","Point Hope","JUN",2024,"F","Yes","no","No","Yes","unk","unk","unk","unk",NA,"WADE-003-111","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11218","ASV22","WADE-003-114",0,"PH22SH015-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","15","WADE-003-114","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11219","ASV22","WADE-003-118-UC",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-UC","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11220","ASV22","WADE-003-120",0,"PH23SH032-S","New",3,"ringed seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","no","no","no","no","2","WADE-003-120","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11221","ASV22","WADE-003-110",0,"EB24PH055-S","New",3,"bearded seal","Point Hope","JUN",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-110","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11222","ASV22","WADE-003-112",0,"PH22SH004-S","New",3,"ringed seal","Shishmaref","OCT",2022,"F","Yes","no","No","Yes","no","no","no","no","3","WADE-003-112","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11223","ASV22","WADE-003-117-UC",0,"PH23GAM007-S","New",3,"ringed seal","Gambell","JUN",2023,"F","Yes","no","Yes","No","no","no","no","no","0","WADE-003-117-UC","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11224","ASV22","WADE-003-024",0,"2022Beluga-0713-SD","Replacement",2,"Beluga whale","Utqia?vik","JUL",2022,"M","Yes","no","No","Yes","Yes","Yes","Yes","Echiurid",NA,"WADE-003-024","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11225","ASV22","WADE-003-123",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-123","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11226","ASV22","WADE-003-147",0,"PH23SH032-F","New",3,"ringed seal","Shishmaref","OCT",2023,"M","No","Yes",NA,NA,NA,NA,NA,NA,"2","WADE-003-147","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11227","ASV22","WADE-003-104",0,"EB23PH005-S","New",3,"bearded seal","Point Hope","JUN",2023,"F","Yes","no","No","Yes","unk","unk","unk","unk","9","WADE-003-104","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11228","ASV22","WADE-003-014",0,"2017230","New",2,"Beluga whale","Cook Inlet","OCT",2017,"M","Yes","no","Yes","no","no","no","no",NA,NA,"WADE-003-014","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11229","ASV22","WADE-003-107",0,"EB23SH009-S","New",3,"bearded seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","unk","unk","unk","unk","0","WADE-003-107","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11230","ASV22","WADE-003-127-UC",0,"EB23PH005-F","New",3,"bearded seal","Point Hope","JUN",2023,"F","No","Yes",NA,NA,NA,NA,NA,NA,"9","WADE-003-127-UC","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11231","ASV22","WADE-003-008",0,"2017206","New",2,"Beluga whale","Cook Inlet","SEP",2017,"F","Yes","no","No","Yes","no","Yes","no","Sea Lice",NA,"WADE-003-008","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11232","ASV22","WADE-003-043",0,"DL23OME002","Replacement",2,"Beluga whale","Nome","OCT",2023,"U","Yes","no","No","Yes","no","no","Yes","Echiurid, crab",NA,"WADE-003-043","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,NA,"16S"
"11233","ASV24","WADE-003-008",0,"2017206","New",2,"Beluga whale","Cook Inlet","SEP",2017,"F","Yes","no","No","Yes","no","Yes","no","Sea Lice",NA,"WADE-003-008","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11234","ASV24","WADE-003-001",0,"2023157","Replacement",2,"Beluga whale","Cook Inlet","JUL",2023,"M","Yes","no","No","Yes","no","no","no",NA,NA,"WADE-003-001","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11235","ASV24","WADE-003-110",0,"EB24PH055-S","New",3,"bearded seal","Point Hope","JUN",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-110","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11236","ASV24","WADE-003-123",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-123","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11237","ASV24","WADE-003-104",0,"EB23PH005-S","New",3,"bearded seal","Point Hope","JUN",2023,"F","Yes","no","No","Yes","unk","unk","unk","unk","9","WADE-003-104","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11238","ASV24","WADE-003-118-UC",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11239","ASV24","WADE-003-043",0,"DL23OME002","Replacement",2,"Beluga whale","Nome","OCT",2023,"U","Yes","no","No","Yes","no","no","Yes","Echiurid, crab",NA,"WADE-003-043","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11240","ASV24","WADE-003-108",0,"EB24GAM020-S","New",3,"bearded seal","Gambell","MAY",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-108","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11241","ASV24","WADE-003-120",0,"PH23SH032-S","New",3,"ringed seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","no","no","no","no","2","WADE-003-120","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11242","ASV24","WADE-003-147",0,"PH23SH032-F","New",3,"ringed seal","Shishmaref","OCT",2023,"M","No","Yes",NA,NA,NA,NA,NA,NA,"2","WADE-003-147","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11243","ASV24","WADE-003-117-UC",0,"PH23GAM007-S","New",3,"ringed seal","Gambell","JUN",2023,"F","Yes","no","Yes","No","no","no","no","no","0","WADE-003-117-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11244","ASV24","WADE-003-024",0,"2022Beluga-0713-SD","Replacement",2,"Beluga whale","Utqia?vik","JUL",2022,"M","Yes","no","No","Yes","Yes","Yes","Yes","Echiurid",NA,"WADE-003-024","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11245","ASV24","WADE-003-114",0,"PH22SH015-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","15","WADE-003-114","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11246","ASV24","WADE-003-127-UC",0,"EB23PH005-F","New",3,"bearded seal","Point Hope","JUN",2023,"F","No","Yes",NA,NA,NA,NA,NA,NA,"9","WADE-003-127-UC","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11247","ASV24","WADE-003-014",0,"2017230","New",2,"Beluga whale","Cook Inlet","OCT",2017,"M","Yes","no","Yes","no","no","no","no",NA,NA,"WADE-003-014","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11248","ASV24","WADE-003-112",0,"PH22SH004-S","New",3,"ringed seal","Shishmaref","OCT",2022,"F","Yes","no","No","Yes","no","no","no","no","3","WADE-003-112","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11249","ASV24","WADE-003-115",0,"PH22SH036-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","21","WADE-003-115","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11250","ASV24","WADE-003-111",0,"EB24PH075-S","New",3,"bearded seal","Point Hope","JUN",2024,"F","Yes","no","No","Yes","unk","unk","unk","unk",NA,"WADE-003-111","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11251","ASV24","WADE-003-118-C",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-C","Eukaryota","Chordata","Actinopteri","Perciformes","Agonidae","Pallasina","Pallasina barbata",NA,"16S"
"11252","ASV26","WADE-003-107",0,"EB23SH009-S","New",3,"bearded seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","unk","unk","unk","unk","0","WADE-003-107","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11253","ASV26","WADE-003-118-UC",0,"PH23SH005-S","New",3,"ringed seal","Shishmaref","SEP",2023,"M","Yes","no","Yes","No","no","no","no","no","4","WADE-003-118-UC","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11254","ASV26","WADE-003-001",0,"2023157","Replacement",2,"Beluga whale","Cook Inlet","JUL",2023,"M","Yes","no","No","Yes","no","no","no",NA,NA,"WADE-003-001","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11255","ASV26","WADE-003-120",0,"PH23SH032-S","New",3,"ringed seal","Shishmaref","OCT",2023,"M","Yes","no","No","Yes","no","no","no","no","2","WADE-003-120","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11256","ASV26","WADE-003-014",0,"2017230","New",2,"Beluga whale","Cook Inlet","OCT",2017,"M","Yes","no","Yes","no","no","no","no",NA,NA,"WADE-003-014","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11257","ASV26","WADE-003-043",0,"DL23OME002","Replacement",2,"Beluga whale","Nome","OCT",2023,"U","Yes","no","No","Yes","no","no","Yes","Echiurid, crab",NA,"WADE-003-043","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11258","ASV26","WADE-003-108",0,"EB24GAM020-S","New",3,"bearded seal","Gambell","MAY",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-108","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11259","ASV26","WADE-003-114",0,"PH22SH015-S","New",3,"ringed seal","Shishmaref","OCT",2022,"M","Yes","no","No","Yes","no","no","no","no","15","WADE-003-114","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11260","ASV26","WADE-003-117-UC",0,"PH23GAM007-S","New",3,"ringed seal","Gambell","JUN",2023,"F","Yes","no","Yes","No","no","no","no","no","0","WADE-003-117-UC","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11261","ASV26","WADE-003-110",0,"EB24PH055-S","New",3,"bearded seal","Point Hope","JUN",2024,"M","Yes","no","No","No","unk","unk","unk","unk",NA,"WADE-003-110","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
"11262","ASV26","WADE-003-112",0,"PH22SH004-S","New",3,"ringed seal","Shishmaref","OCT",2022,"F","Yes","no","No","Yes","no","no","no","no","3","WADE-003-112","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius",NA,"16S"
